,image_file,fixation_file,image_size,center_index,is_salient
3111,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[219, 260]",non_salient
3112,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[91, 557]",non_salient
3113,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[273, 126]",non_salient
3114,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[60, 281]",non_salient
3115,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[298, 97]",non_salient
3116,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[57, 487]",non_salient
3117,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[274, 10]",non_salient
3118,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[296, 606]",non_salient
3119,test\data\toronto\fixdens\images\104.jpg,test\data\toronto\fixdens\output\d104.jpg,"(681, 511)","[481, 47]",non_salient
3120,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[234, 464]",salient
3121,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[242, 474]",salient
3122,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[236, 483]",salient
3123,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[218, 470]",salient
3124,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[228, 469]",salient
3125,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[224, 466]",salient
3126,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[235, 479]",salient
3127,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[240, 480]",salient
3128,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[225, 471]",salient
3129,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[225, 475]",salient
3130,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[78, 518]",non_salient
3131,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[173, 142]",non_salient
3132,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[420, 311]",non_salient
3133,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[341, 423]",non_salient
3134,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[148, 119]",non_salient
3135,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[74, 164]",non_salient
3136,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[335, 161]",non_salient
3137,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[265, 611]",non_salient
3138,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[443, 452]",non_salient
3139,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[478, 619]",non_salient
3140,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[307, 195]",non_salient
3141,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[501, 572]",non_salient
3142,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[65, 37]",non_salient
3143,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[477, 149]",non_salient
3144,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[508, 202]",non_salient
3145,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[137, 307]",non_salient
3146,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[52, 201]",non_salient
3147,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[489, 383]",non_salient
3148,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[421, 191]",non_salient
3149,test\data\toronto\fixdens\images\105.jpg,test\data\toronto\fixdens\output\d105.jpg,"(681, 511)","[411, 243]",non_salient
3150,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[278, 394]",salient
3151,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[274, 446]",salient
3152,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[288, 384]",salient
3153,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[272, 393]",salient
3154,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[277, 433]",salient
3155,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[279, 444]",salient
3156,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[274, 435]",salient
3157,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[292, 386]",salient
3158,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[267, 433]",salient
3159,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[289, 385]",salient
3160,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[307, 245]",non_salient
3161,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[436, 278]",non_salient
3162,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[440, 560]",non_salient
3163,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[419, 51]",non_salient
3164,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[455, 494]",non_salient
3165,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[508, 595]",non_salient
3166,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[84, 157]",non_salient
3167,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[127, 223]",non_salient
3168,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[66, 230]",non_salient
3169,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[503, 114]",non_salient
3170,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[99, 119]",non_salient
3171,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[87, 148]",non_salient
3172,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[390, 336]",non_salient
3173,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[441, 535]",non_salient
3174,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[117, 241]",non_salient
3175,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[463, 54]",non_salient
3176,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[400, 130]",non_salient
3177,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[139, 24]",non_salient
3178,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[210, 149]",non_salient
3179,test\data\toronto\fixdens\images\106.jpg,test\data\toronto\fixdens\output\d106.jpg,"(681, 511)","[446, 211]",non_salient
3180,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[252, 441]",salient
3181,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[238, 436]",salient
3182,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[248, 446]",salient
3183,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[258, 433]",salient
3184,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[252, 438]",salient
3185,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[236, 427]",salient
3186,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[255, 431]",salient
3187,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[256, 436]",salient
3188,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[253, 434]",salient
3189,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[240, 427]",salient
3190,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[16, 141]",non_salient
3191,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[179, 146]",non_salient
3192,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[510, 312]",non_salient
3193,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[477, 61]",non_salient
3194,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[251, 175]",non_salient
3195,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[78, 585]",non_salient
3196,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[318, 447]",non_salient
3197,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[478, 323]",non_salient
3198,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[166, 124]",non_salient
3199,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[484, 622]",non_salient
3200,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[124, 21]",non_salient
3201,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[482, 579]",non_salient
3202,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[153, 538]",non_salient
3203,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[398, 645]",non_salient
3204,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[384, 250]",non_salient
3205,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[492, 431]",non_salient
3206,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[194, 528]",non_salient
3207,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[343, 656]",non_salient
3208,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[434, 12]",non_salient
3209,test\data\toronto\fixdens\images\107.jpg,test\data\toronto\fixdens\output\d107.jpg,"(681, 511)","[356, 79]",non_salient
3210,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[318, 332]",salient
3211,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[315, 329]",salient
3212,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[330, 332]",salient
3213,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[313, 327]",salient
3214,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[330, 338]",salient
3215,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[333, 327]",salient
3216,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[317, 319]",salient
3217,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[325, 320]",salient
3218,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[330, 331]",salient
3219,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[323, 341]",salient
3220,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[358, 661]",non_salient
3221,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[0, 119]",non_salient
3222,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[498, 563]",non_salient
3223,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[463, 597]",non_salient
3224,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[389, 649]",non_salient
3225,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[13, 279]",non_salient
3226,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[221, 149]",non_salient
3227,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[63, 674]",non_salient
3228,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[76, 398]",non_salient
3229,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[166, 166]",non_salient
3230,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[381, 475]",non_salient
3231,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[31, 222]",non_salient
3232,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[143, 410]",non_salient
3233,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[21, 386]",non_salient
3234,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[98, 431]",non_salient
3235,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[477, 484]",non_salient
3236,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[482, 471]",non_salient
3237,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[367, 52]",non_salient
3238,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[376, 615]",non_salient
3239,test\data\toronto\fixdens\images\108.jpg,test\data\toronto\fixdens\output\d108.jpg,"(681, 511)","[352, 634]",non_salient
3240,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[252, 389]",salient
3241,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[260, 394]",salient
3242,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[259, 373]",salient
3243,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[276, 385]",salient
3244,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[261, 374]",salient
3245,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[255, 392]",salient
3246,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[268, 385]",salient
3247,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[261, 386]",salient
3248,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[271, 384]",salient
3249,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[258, 373]",salient
3250,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[131, 83]",non_salient
3251,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[218, 271]",non_salient
3252,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[159, 39]",non_salient
3253,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[42, 31]",non_salient
3254,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[63, 47]",non_salient
3255,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[106, 326]",non_salient
3256,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[421, 675]",non_salient
3257,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[505, 148]",non_salient
3258,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[460, 424]",non_salient
3259,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[476, 423]",non_salient
3260,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[54, 155]",non_salient
3261,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[27, 45]",non_salient
3262,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[405, 86]",non_salient
3263,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[57, 96]",non_salient
3264,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[228, 44]",non_salient
3265,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[232, 641]",non_salient
3266,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[497, 83]",non_salient
3267,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[208, 582]",non_salient
3268,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[478, 324]",non_salient
3269,test\data\toronto\fixdens\images\109.jpg,test\data\toronto\fixdens\output\d109.jpg,"(681, 511)","[65, 7]",non_salient
3270,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[278, 394]",salient
3271,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[268, 399]",salient
3272,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[256, 384]",salient
3273,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[278, 378]",salient
3274,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[271, 384]",salient
3275,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[260, 398]",salient
3276,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[282, 384]",salient
3277,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[255, 387]",salient
3278,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[279, 380]",salient
3279,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[267, 384]",salient
3280,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[186, 587]",non_salient
3281,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[336, 550]",non_salient
3282,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[263, 23]",non_salient
3283,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[121, 85]",non_salient
3284,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[114, 101]",non_salient
3285,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[213, 150]",non_salient
3286,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[170, 411]",non_salient
3287,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[354, 196]",non_salient
3288,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[462, 170]",non_salient
3289,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[62, 199]",non_salient
3290,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[69, 586]",non_salient
3291,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[104, 542]",non_salient
3292,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[463, 275]",non_salient
3293,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[392, 213]",non_salient
3294,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[24, 529]",non_salient
3295,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[143, 674]",non_salient
3296,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[147, 346]",non_salient
3297,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[241, 39]",non_salient
3298,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[194, 634]",non_salient
3299,test\data\toronto\fixdens\images\110.jpg,test\data\toronto\fixdens\output\d110.jpg,"(681, 511)","[273, 668]",non_salient
3300,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[204, 420]",salient
3301,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[209, 419]",salient
3302,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[216, 421]",salient
3303,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[215, 443]",salient
3304,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[202, 419]",salient
3305,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[205, 432]",salient
3306,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[270, 214]",salient
3307,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[200, 426]",salient
3308,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[209, 422]",salient
3309,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[222, 435]",salient
3310,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[417, 158]",non_salient
3311,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[172, 634]",non_salient
3312,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[360, 629]",non_salient
3313,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[436, 335]",non_salient
3314,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[105, 24]",non_salient
3315,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[431, 193]",non_salient
3316,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[224, 118]",non_salient
3317,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[58, 321]",non_salient
3318,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[432, 222]",non_salient
3319,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[76, 416]",non_salient
3320,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[246, 82]",non_salient
3321,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[95, 161]",non_salient
3322,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[484, 526]",non_salient
3323,test\data\toronto\fixdens\images\111.jpg,test\data\toronto\fixdens\output\d111.jpg,"(681, 511)","[236, 592]",non_salient
